width	height	ids_id
1333.0	2000.0	SG-2011-0424A-STE5-HL
1999.0	1333.0	SG-2011-0424A-FLO2-HL
1999.0	1333.0	SG-2011-0424A-SNP1-HL
1333.0	2000.0	SG-2011-0493A-FAL1-HL
1333.0	1999.0	SG-2011-0493A-WIN-HL
1333.0	2000.0	SG-2011-0493A-SPR1-HL
1333.0	1999.0	SG-2011-0493A-SUM1-HL
1333.0	2000.0	SG-2011-0495A-FAL1-HL
1333.0	1999.0	SG-2011-0495A-WIN-HL
		SG-2011-0495A-SPR1-HL
1333.0	2000.0	SG-2011-0495A-SUM1-HL
1333.0	2000.0	SG-2011-0440A-STE5-HL
2000.0	1334.0	SG-2011-0440A-SUM1-HL
		SG-2011-0440A-FAL1-HL
2000.0	1333.0	SG-2011-0440A-WIN1-HL
2000.0	1333.0	SG-2011-0440A-SPR1-HL
2000.0	1333.0	SG-2011-0440A-BAR1-HL
2000.0	1333.0	SG-2011-0440A-FRU1-HL
1333.0	2000.0	SG-2011-0440A-LEB1-HL
1333.0	2000.0	SG-2011-0440A-LEF1-HL
2000.0	1333.0	SG-2011-0440A-SNP1-HL
2000.0	1333.0	SG-2011-0440A-SNP2-HL
2000.0	1333.0	SG-2011-0440A-WIN2-HL
2000.0	1335.0	SG-2011-0440A-206
2000.0	1333.0	SG-2011-0440A-FRU2-HL
2000.0	1333.0	SG-2011-0440A-BAR2-HL
2000.0	1333.0	SG-2011-0440A-BAR3-HL
1333.0	2000.0	SG-2011-0440A-BUD1-HL
1334.0	2000.0	SG-2011-0440A-SNP3-HL
2000.0	1333.0	SG-2011-0440A-STE1-HL
2000.0	1333.0	SG-2011-0440A-STE2-HL
2000.0	1333.0	SG-2011-0440A-STE3-HL
2000.0	1334.0	SG-2011-0440A-STE4-HL
		SG-2011-0498A-FAL1-HL
1333.0	1999.0	SG-2011-0498A-WIN-HL
1333.0	2000.0	SG-2011-0498A-SUM1-HL
1333.0	2000.0	SG-2011-0491A-FAL1-HL
1333.0	1999.0	SG-2011-0491A-WIN-HL
1333.0	2000.0	SG-2011-0491A-SPR1-HL
1333.0	2000.0	SG-2011-0492A-FAL1-HL
1334.0	2000.0	SG-2011-0492A-WIN-HL
1334.0	2000.0	SG-2011-0492A-SPR1-HL
1334.0	2000.0	SG-2011-0508A-SPR1-HL
2000.0	1333.0	SG-2011-0508A-WIN-HL
2000.0	1333.0	SG-2011-0508A-SUM1-HL
2000.0	1333.0	SG-2011-0508A-FAL1-HL-000003
1333.0	1999.0	SG-2011-0497A-FAL1-HL
1333.0	2000.0	SG-2011-0497A-WIN-HL
		SG-2011-0497A-SUM1-HL
1999.0	1333.0	SG-2011-0509A-WIN-HL
2000.0	1334.0	SG-2011-0509A-FAL1-HL-000002
2000.0	1334.0	SG-2011-0509A-SUM1-HL
2000.0	1333.0	SG-2011-0509A-SPR1-HL
1333.0	2000.0	SG-2011-0509A-LEB-HL-000002
1333.0	2000.0	SG-2011-0509A-LEF-HL-000002
1999.0	1333.0	SG-2011-0509A-FLO1-HL-000002
1333.0	2000.0	SG-2011-0509A-FLO2-HL-000002
2000.0	1333.0	SG-2011-0509A-STE2-HL-000002
1333.0	2000.0	SG-2011-0509A-BUD-HL-000002
2000.0	1333.0	SG-2011-0509A-FRU-HL-000002
		SG-2011-0509A-STE3-HL-000002
2000.0	1333.0	SG-2011-0506A-SUM1-HL
2000.0	1334.0	SG-2011-0506A-FAL1-HL-000003
1999.0	1333.0	SG-2011-0506A-WIN-HL
1999.0	1333.0	SG-2011-0506A-SPR1-HL
1999.0	1333.0	SG-2011-0506A-BUD1-HL
1999.0	1333.0	SG-2011-0506A-SNP1-HL
1333.0	2000.0	SG-2011-0506A-BAR1-HL
1333.0	1999.0	SG-2011-0529A-FAL1-HL-000002
1334.0	2000.0	SG-2011-0529A-WIN-HL
1333.0	2000.0	SG-2011-0529A-SUM1-HL
1333.0	2000.0	SG-2011-0535A-LEF2-HL
2000.0	1333.0	SG-2011-0535A-LEB1-HL
2000.0	1333.0	SG-2011-0535A-LEF1-HL
		SG-2011-0535A-LEF3-HL
1333.0	1999.0	SG-2011-0535A-FAL1-HL
		SG-2011-0535A-SUM1-HL
1333.0	1999.0	SG-2011-0535A-WIN1-HL
1333.0	1999.0	SG-2011-0535A-WIN2-HL
2000.0	1334.0	SG-2011-0535A-BAR1-HL-000002
1333.0	2000.0	SG-2011-0535A-BAR-HL
2000.0	1333.0	SG-2011-0535A-STE1-HL
2000.0	1333.0	SG-2011-0535A-STE2-HL
1333.0	2000.0	SG-2011-0535A-STE3-HL
1334.0	2000.0	SG-2011-0541A-BAR1-HL
1333.0	1999.0	SG-2011-0541A-FAL1-HL
1333.0	1999.0	SG-2011-0541A-SPR1-HL
1333.0	2000.0	SG-2011-0541A-SUM1-HL
1333.0	2000.0	SG-2011-0541A-WIN2-HL
1334.0	2000.0	SG-2011-0541A-WIN-HL
1333.0	2000.0	SG-2011-0543A-FAL1-HL
1333.0	2000.0	SG-2011-0543A-WIN1-HL
1334.0	2000.0	SG-2011-0543A-BAR1-HL
1333.0	2000.0	SG-2011-0534A-FAL1-HL
1333.0	2000.0	SG-2011-0534A-SPR1-HL
1333.0	2000.0	SG-2011-0534A-SUM1-HL-2
1334.0	2000.0	SG-2011-0534A-WIN2-HL
1333.0	1999.0	SG-2011-0534A-WIN-HL
2000.0	1333.0	SG-2011-0534A-BAR1-HL-000002
2000.0	1333.0	SG-2011-0540A-BAR1-HL
1334.0	2000.0	SG-2011-0540A-FAL1-HL
		SG-2011-0540A-SPR1-HL
1333.0	2000.0	SG-2011-0540A-SUM1-HL
1334.0	2000.0	SG-2011-0540A-WIN1-HL
1333.0	2000.0	SG-2011-0540A-BAR2-HL
2000.0	1333.0	SG-2011-0540A-BAR3-HL
1333.0	1999.0	SG-2011-0537A-CON1-HL
2000.0	1333.0	SG-2011-0537A-CON2-HL
1333.0	2000.0	SG-2011-0537A-FAL1-HL
1333.0	2000.0	SG-2011-0537A-SUM1-HL
1334.0	2000.0	SG-2011-0537A-WIN1-HL
1999.0	1333.0	SG-2011-0537A-LEB1-HL
1333.0	2000.0	SG-2011-0537A-LEF1-HL
2000.0	1333.0	SG-2011-0537A-LEF2-HL
1999.0	1333.0	SG-2011-0537A-SNP1-HL
2000.0	1334.0	SG-2011-0537A-STE3-HL
1333.0	2000.0	SG-2011-0537A-STE1-HL
		SG-2011-0537A-STE2-HL
1333.0	2000.0	SG-2011-0537A-BAR1-HL
2000.0	1333.0	SG-2011-0537A-BAR2-HL
1333.0	2000.0	SG-2011-0539A-FAL1-HL
1333.0	2000.0	SG-2011-0539A-WIN1-HL
1333.0	2000.0	SG-2011-0539A-BAR2-HL
1333.0	2000.0	SG-2011-0536A-BAR1-HL
1333.0	2000.0	SG-2011-0536A-SUM1-HL
		SG-2011-0536A-FAL1-HL
1333.0	2000.0	SG-2011-0536A-WIN1-HL
1333.0	1999.0	SG-2011-0536A-SPR1-HL
2000.0	1333.0	SG-2011-0536A-CON1-HL
1333.0	2000.0	SG-2011-0536A-CON2-HL
1333.0	2000.0	SG-2011-0536A-LEF1-HL
1999.0	1333.0	SG-2011-0536A-SNP1-HL
2000.0	1333.0	SG-2011-0536A-STE1-HL
1333.0	2000.0	SG-2011-0536A-STE2-HL
2000.0	1333.0	SG-2011-0544A-FAL1-HL
2000.0	1334.0	SG-2011-0544A-WIN1-HL
1333.0	2000.0	SG-2011-0544A-BAR1-HL
2000.0	1333.0	SG-2011-0546A-SPR1-HL
1333.0	2000.0	SG-2011-0546A-SUM1-HL
1334.0	2000.0	SG-2011-0546A-WIN-HL
2000.0	1334.0	SG-2011-0546A-FAL1-HL
2000.0	1333.0	SG-2011-0546A-LEB-HL
2000.0	1333.0	SG-2011-0546A-LEF-HL
1333.0	2000.0	SG-2011-0546A-BUD-HL
2000.0	1333.0	SG-2011-0546A-STE1-HL
		SG-2011-0545A-FLO1-HL
		SG-2011-0545A-FLO3-HL
2000.0	1333.0	SG-2011-0545A-SNP1-HL
		SG-2011-0545A-SPR1-HL
2000.0	1334.0	SG-2011-0545A-WIN-HL
2000.0	1334.0	SG-2011-0545A-FAL1-HL-000002
2000.0	1333.0	SG-2011-0545A-SUM1-HL
1333.0	2000.0	SG-2011-0545A-LEF1-HL-000002
1333.0	2000.0	SG-2011-0545A-LEF2-HL-000002
1333.0	2000.0	SG-2011-0545A-LEB1-HL-000002
1333.0	2000.0	SG-2011-0545A-LEB2-HL-000002
2000.0	1333.0	SG-2011-0545A-BUD1-HL
1333.0	1999.0	SG-2011-0545A-BUD2-HL
2000.0	1333.0	SG-2011-0545A-STE5-HL
		SG-2011-0545A-STE6-HL
1334.0	2000.0	SG-2011-0545A-STE1-HL-000002
1999.0	1333.0	SG-2011-0545A-FLO-HL-000002
		SG-2011-0545A-STE2-HL-000002
1333.0	2000.0	SG-2011-0545A-STE4-HL-000002
1333.0	1999.0	SG-2011-0589A-FAL1-HL
		SG-2011-0589A-WIN-HL
1333.0	1999.0	SG-2011-0589A-SUM1-HL
1333.0	1999.0	SG-2011-0584A-SUM1-HL
1333.0	1999.0	SG-2011-0584A-FAL1-HL
1333.0	2000.0	SG-2011-0584A-WIN-HL
1334.0	2000.0	SG-2011-0584A-SPR1-HL
		SG-2011-0591A-FAL1-HL
1334.0	2000.0	SG-2011-0591A-WIN-HL
1333.0	2000.0	SG-2011-0591A-SUM1-HL
1333.0	1999.0	SG-2011-0586A-WIN-HL
1333.0	2000.0	SG-2011-0586A-SPR1-HL
1333.0	2000.0	SG-2011-0586A-SUM1-HL
1333.0	1999.0	SG-2011-0586A-FAL1-HL
1333.0	2000.0	SG-2011-0652A-WIN-HL
1333.0	1999.0	SG-2011-0652A-FAL1-HL-000002
1333.0	1999.0	SG-2011-0652A-SUM1-HL
1333.0	1999.0	SG-2011-0654A-FAL1-HL-000002
1333.0	2000.0	SG-2011-0654A-WIN-HL
1333.0	2000.0	SG-2011-0654A-SUM1-HL
1334.0	2000.0	SG-2011-0610A-FAL1-HL-000002
1333.0	2000.0	SG-2011-0610A-WIN-HL
1334.0	2000.0	SG-2011-0610A-SUM1-HL
2000.0	1333.0	SG-2011-0657A-SUM1-HL
1333.0	2000.0	SG-2011-0657A-FAL1-HL-000002
1333.0	2000.0	SG-2011-0657A-SPR1-HL
1334.0	2000.0	SG-2011-0657A-WIN1-HL
1333.0	1999.0	SG-2011-0657A-FRU1-HL
2000.0	1334.0	SG-2011-0662A-SUM1-HL
2000.0	1333.0	SG-2011-0662A-WIN1-HL
2000.0	1333.0	SG-2011-0662A-FAL1-HL-000002
2000.0	1333.0	SG-2011-0662A-SPR1-HL
2000.0	1333.0	SG-2011-0662A-FRU1-HL
1999.0	1333.0	SG-2011-0663A-FAL1-HL-000002
2000.0	1333.0	SG-2011-0663A-WIN1-HL
2000.0	1333.0	SG-2011-0663A-FRU1-HL
2000.0	1333.0	SG-2011-0630A-FAL1-HL
2000.0	1333.0	SG-2011-0630A-SPR1-HL
2000.0	1333.0	SG-2011-0630A-SUM1-HL
		SG-2011-0630A-WIN-HL
1333.0	1999.0	SG-2011-0630A-BUD1-HL
1333.0	2000.0	SG-2011-0645A-FAL1-HL-000002
1333.0	1999.0	SG-2011-0645A-SUM1-HL
1333.0	2000.0	SG-2011-0645A-WIN-HL
		SG-2011-0646A-FAL1-HL
1333.0	2000.0	SG-2011-0646A-WIN-HL
1333.0	1999.0	SG-2011-0646A-SUM1-HL
1333.0	1999.0	SG-2011-0649A-FAL1-HL-000002
		SG-2011-0649A-WIN-HL
1333.0	2000.0	SG-2011-0649A-SUM1-HL
2000.0	1333.0	SG-2011-0668A-SUM1-HL
2000.0	1334.0	SG-2011-0668A-WIN1-HL
1334.0	2000.0	SG-2011-0668A-FAL1-HL-000002
1999.0	1333.0	SG-2011-0668A-SPR1-HL
1333.0	1999.0	SG-2011-0668A-FRU1-HL-000002
1333.0	2000.0	SG-2011-0668A-STE1-HL-000002
		SG-2011-0668A-FRU2-HL-000002
2000.0	1333.0	SG-2011-0658A-FLO1-HL
1333.0	1999.0	SG-2011-0658A-BUD1-HL
1334.0	2000.0	SG-2011-0658A-STE3-HL
2000.0	1333.0	SG-2011-0658A-SUM1-HL
1999.0	1333.0	SG-2011-0658A-WIN1-HL
1334.0	2000.0	SG-2011-0658A-FAL1-HL-000002
2000.0	1333.0	SG-2011-0658A-SPR1-HL
2000.0	1333.0	SG-2011-0658A-LEF1-HL
		SG-2011-0658A-STE1-HL
1333.0	2000.0	SG-2011-0658A-STE2-HL
2000.0	1333.0	SG-2011-0658A-FRU1-HL
2000.0	1333.0	SG-2011-0671A-SUM1-HL
2000.0	1333.0	SG-2011-0671A-WIN1-HL
		SG-2011-0671A-FAL1-HL-000004
2000.0	1333.0	SG-2011-0671A-SPR1-HL
		SG-2011-0671A-FRU1-HL-000002
		SG-2011-0671A-SNP1-HL-000002
1333.0	1999.0	SG-2011-0671A-STE1-HL-000002
2000.0	1334.0	SG-2011-0660A-SUM1-HL
		SG-2011-0660A-WIN1-HL
2000.0	1333.0	SG-2011-0660A-FAL1-HL-000002
2000.0	1333.0	SG-2011-0660A-SPR1-HL
		SG-2011-0660A-FRU1-HL
1333.0	2000.0	SG-2011-0665A-FAL1-HL-000002
1333.0	2000.0	SG-2011-0665A-SUM1-HL
1333.0	2000.0	SG-2011-0665A-WIN-HL
1334.0	2000.0	SG-2011-0679A-WIN-HL
1333.0	2000.0	SG-2011-0679A-FAL1-HL-000002
1333.0	2000.0	SG-2011-0679A-SUM1-HL
2000.0	1333.0	SG-2011-0666A-SUM1-HL
2000.0	1334.0	SG-2011-0666A-WIN1-HL
1333.0	1999.0	SG-2011-0666A-FAL1-HL-000002
2000.0	1333.0	SG-2011-0666A-SPR1-HL
1999.0	1333.0	SG-2011-0666A-FRU1-HL
1333.0	2000.0	SG-2011-0650A-SUM1-HL
1333.0	2000.0	SG-2011-0650A-FAL1-HL-000002
1333.0	1999.0	SG-2011-0650A-WIN-HL
1333.0	2000.0	SG-2011-0587A-FAL1-HL
1333.0	2000.0	SG-2011-0587A-WIN-HL
1333.0	2000.0	SG-2011-0587A-SPR1-HL
1333.0	2000.0	SG-2011-0587A-SUM1-HL
2000.0	1334.0	SG-2011-0615A-SNP1-HL
2000.0	1333.0	SG-2011-0615A-FRU1-HL
2000.0	1333.0	SG-2011-0615A-LEB1-HL
2000.0	1333.0	SG-2011-0615A-LEF1-HL
1333.0	2000.0	SG-2011-0615A-BAR1-HL
2000.0	1334.0	SG-2011-0615A-BAR2-HL
1333.0	2000.0	SG-2011-0615A-FAL1-HL-000003
1333.0	2000.0	SG-2011-0615A-SUM1-HL
1333.0	2000.0	SG-2011-0615A-WIN-HL
1999.0	1333.0	SG-2011-0615A-STE1-HL
2000.0	1333.0	SG-2011-0615A-STE2-HL
1333.0	2000.0	SG-2011-0615A-STE3-HL
1333.0	2000.0	SG-2011-0615A-STE4-HL
2000.0	1334.0	SG-2011-0615A-FRU2-HL
1333.0	2000.0	SG-2011-0653A-WIN-HL
1333.0	1999.0	SG-2011-0653A-SUM1-HL
1334.0	2000.0	SG-2011-0653A-FAL1-HL-000002
2000.0	1333.0	SG-2011-0659A-SUM1-HL
1999.0	1333.0	SG-2011-0659A-WIN1-HL
2000.0	1333.0	SG-2011-0659A-FAL1-HL-000002
1333.0	2000.0	SG-2011-0659A-SPR1-HL
2000.0	1333.0	SG-2011-0659A-FRU1-HL
1334.0	2000.0	SG-2011-0673A-BAR3-HL
1333.0	2000.0	SG-2011-0673A-BAR-HL
1333.0	2000.0	SG-2011-0673A-FAL-HL
2000.0	1333.0	SG-2011-0673A-SUM1-HL
2000.0	1334.0	SG-2011-0673A-WIN1-HL
2000.0	1333.0	SG-2011-0673A-SPR1-HL
1999.0	1333.0	SG-2011-0673A-FRU1-HL
2000.0	1334.0	SG-2011-0673A-BAR2-HL
2000.0	1334.0	SG-2011-0670A-FRU1-HL-000002
1999.0	1333.0	SG-2011-0670A-WIN1-HL
1333.0	1999.0	SG-2011-0670A-FAL1-HL-000002
1333.0	2000.0	SG-2011-0670A-SPR1-HL
1333.0	2000.0	SG-2011-0670A-SUM1-HL
2000.0	1333.0	SG-2011-0670A-FRU2-HL-000002
1999.0	1333.0	SG-2011-0670A-STE1-HL-000002
1334.0	2000.0	SG-2011-0670A-BAR1-HL-000002
2000.0	1333.0	SG-2011-0669A-FRU1-HL-000002
2000.0	1333.0	SG-2011-0669A-SUM1-HL
2000.0	1334.0	SG-2011-0669A-WIN1-HL
1999.0	1333.0	SG-2011-0669A-FAL1-HL-000002
2000.0	1333.0	SG-2011-0669A-SPR1-HL
1334.0	2000.0	SG-2011-0669A-STE1-HL-000002
1333.0	2000.0	SG-2011-0687A-SUM1-HL
1333.0	2000.0	SG-2011-0687A-FAL1-HL-000002
1333.0	2000.0	SG-2011-0687A-WIN-HL
1333.0	1999.0	SG-2011-0644A-FAL1-HL-000003
1333.0	1999.0	SG-2011-0644A-WIN-HL
1333.0	1999.0	SG-2011-0644A-SUM1-HL
2000.0	1333.0	SG-2011-0672A-SUM1-HL
1333.0	2000.0	SG-2011-0672A-FAL-HL
2000.0	1333.0	SG-2011-0672A-WIN1-HL
1333.0	1999.0	SG-2011-0672A-SPR1-HL
1333.0	2000.0	SG-2011-0672A-LEB1-HL
2000.0	1333.0	SG-2011-0672A-LEF1-HL
2000.0	1334.0	SG-2011-0672A-SNP1-HL
1333.0	2000.0	SG-2011-0672A-STE2-HL
1999.0	1333.0	SG-2011-0672A-FRU1-HL
1333.0	2000.0	SG-2011-0672A-BAR-HL
1333.0	2000.0	SG-2011-0672A-STE1-HL
1333.0	2000.0	SG-2011-0672A-STE3-HL
1333.0	2000.0	SG-2011-0688A-FAL1-HL-000002
1333.0	2000.0	SG-2011-0688A-SUM1-HL
1333.0	2000.0	SG-2011-0688A-WIN-HL
2000.0	1334.0	SG-2011-0648A-FRU1-HL
1333.0	2000.0	SG-2011-0648A-WIN-HL
1333.0	2000.0	SG-2011-0648A-FAL1-HL-000002
1334.0	2000.0	SG-2011-0648A-SUM1-HL
2000.0	1334.0	SG-2011-0648A-FRU2-HL
1333.0	2000.0	SG-2011-0683A-WIN-HL
1333.0	1999.0	SG-2011-0683A-FAL1-HL-000002
1333.0	2000.0	SG-2011-0683A-SUM1-HL
1334.0	2000.0	SG-2011-0676A-WIN-HL
1333.0	1999.0	SG-2011-0676A-SUM1-HL
2000.0	1333.0	SG-2011-0684A-SNP1-HL
1333.0	2000.0	SG-2011-0684A-BUD1-HL
2000.0	1333.0	SG-2011-0684A-FLO1-HL
2000.0	1333.0	SG-2011-0684A-FLO2-HL
2000.0	1333.0	SG-2011-0684A-LEF2-HL
1333.0	2000.0	SG-2011-0684A-WIN-HL
1333.0	2000.0	SG-2011-0684A-FAL1-HL-000002
1333.0	1999.0	SG-2011-0684A-SUM1-HL
2000.0	1333.0	SG-2011-0684A-LEB2-HL
2000.0	1333.0	SG-2011-0684A-LEF1-HL
2000.0	1333.0	SG-2011-0684A-LEB1-HL
1333.0	2000.0	SG-2011-0684A-STE1-HL
1334.0	2000.0	SG-2011-0684A-STE2-HL
2000.0	1333.0	SG-2011-0684A-STE3-HL
1333.0	2000.0	SG-2011-0686A-SUM1-HL
1333.0	1999.0	SG-2011-0686A-WIN-HL
1333.0	1999.0	SG-2011-0686A-FAL1-HL-000004
1333.0	2000.0	SG-2011-0713A-BUD1-HL
1333.0	2000.0	SG-2011-0713A-FRU1-HL
1333.0	2000.0	SG-2011-0713A-LEB1-HL
		SG-2011-0713A-LEF1-HL
1333.0	2000.0	SG-2011-0713A-BAR1-HL
2000.0	1334.0	SG-2011-0713A-FAL1-HL
		SG-2011-0713A-SUM1-HL
1333.0	2000.0	SG-2011-0713A-WIN1-HL
		SG-2011-0713A-SNP1-HL
1333.0	2000.0	SG-2011-0713A-STE1-HL
1333.0	2000.0	SG-2011-0713A-STE2-HL
1333.0	1999.0	SG-2011-0713A-STE3-HL
2000.0	1333.0	SG-2011-0732A-FLO1-HL
1333.0	2000.0	SG-2011-0732A-SUM1-HL
		SG-2011-0732A-FAL2-HL
1333.0	2000.0	SG-2011-0732A-WIN1-HL
2000.0	1334.0	SG-2011-0732A-FLO2-HL
2000.0	1333.0	SG-2011-0732A-LEB1-HL
2000.0	1333.0	SG-2011-0732A-LEF1-HL
2000.0	1333.0	SG-2011-0732A-SNP1-HL
1334.0	2000.0	SG-2011-0732A-STE1-HL
1333.0	2000.0	SG-2011-0732A-FAL1-HL
2000.0	1333.0	SG-2011-0732A-BUD1-HL
1333.0	2000.0	SG-2011-0735A-FAL1-HL-000002
1333.0	2000.0	SG-2011-0735A-WIN1-HL
1333.0	2000.0	SG-2011-0735A-SUM1-HL
1333.0	2000.0	SG-2011-0764A-FAL1-HL
1333.0	2000.0	SG-2011-0764A-SUM1-HL
1333.0	1999.0	SG-2011-0764A-WIN1-HL
2000.0	1333.0	SG-2011-0776A-FAL1-HL
1334.0	2000.0	SG-2011-0776A-SPR1-HL
1333.0	2000.0	SG-2011-0776A-WIN1-HL
2000.0	1334.0	SG-2011-0776A-SUM1-HL
1334.0	2000.0	SG-2011-0791A-WIN1-HL
1333.0	2000.0	SG-2011-0791A-FAL1-HL
1333.0	1999.0	SG-2011-0832A-FAL1-HL-000002
1333.0	2000.0	SG-2011-0832A-WIN1-HL
1334.0	2000.0	SG-2011-0832A-SUM1-HL
1333.0	2000.0	SG-2011-0774A-LEF1-HL
2000.0	1334.0	SG-2011-0774A-SNP1-HL
1333.0	1999.0	SG-2011-0774A-SUM1-HL
1333.0	2000.0	SG-2011-0774A-WIN1-HL
1333.0	2000.0	SG-2011-0774A-FAL1-HL
1333.0	1999.0	SG-2011-0774A-SPR1-HL
1333.0	2000.0	SG-2011-0774A-LEB1-HL
2000.0	1334.0	SG-2011-0774A-STE1-HL
2000.0	1333.0	SG-2011-0774A-STE2-HL
1333.0	1999.0	SG-2011-0774A-STE3-HL
2000.0	1333.0	SG-2011-0774A-STE4-HL
1333.0	2000.0	SG-2011-0855A-BAR1-HL
1333.0	2000.0	SG-2011-0855A-FAL1-HL
1333.0	1999.0	SG-2011-0855A-SPR1-HL
1334.0	2000.0	SG-2011-0855A-SUM1-HL
1333.0	2000.0	SG-2011-0855A-WIN1-HL
1333.0	1999.0	SG-2011-0793A-WIN1-HL
1333.0	1999.0	SG-2011-0793A-FAL1-HL
1333.0	2000.0	SG-2011-0834A-FAL1-HL-000002
1333.0	2000.0	SG-2011-0834A-WIN1-HL
2000.0	1333.0	SG-2011-0864A-BAR1-HL
1334.0	2000.0	SG-2011-0864A-BAR2-HL
1333.0	2000.0	SG-2011-0864A-SUM1-HL
1333.0	1999.0	SG-2011-0864A-FAL1-HL
1333.0	1999.0	SG-2011-0864A-WIN1-HL
1333.0	1999.0	SG-2011-0856A-SUM1-HL
1334.0	2000.0	SG-2011-0856A-FAL1-HL
1333.0	2000.0	SG-2011-0856A-WIN1-HL
1333.0	2000.0	SG-2011-0856A-SPR1-HL
1333.0	2000.0	SG-2011-0856A-BAR1-HL
1334.0	2000.0	SG-2011-0840A-FAL1-HL-000002
1333.0	2000.0	SG-2011-0840A-WIN1-HL
1333.0	2000.0	SG-2011-0840A-SPR1-HL
1333.0	2000.0	SG-2011-0840A-SUM1-HL
1334.0	2000.0	SG-2011-0837A-FAL1-HL-000002
1333.0	2000.0	SG-2011-0837A-WIN1-HL
1333.0	2000.0	SG-2011-0837A-SUM1-HL
1333.0	2000.0	SG-2011-0863A-SUM1-HL
1333.0	2000.0	SG-2011-0863A-WIN1-HL
1333.0	2000.0	SG-2011-0863A-SPR1-HL
2000.0	1333.0	SG-2011-0863A-BUD1-HL
2000.0	1333.0	SG-2011-0863A-LEB1-HL
1333.0	1999.0	SG-2011-0863A-LEF1-HL
2000.0	1334.0	SG-2011-0863A-SNP1-HL
2000.0	1333.0	SG-2011-0863A-STE3-HL
2000.0	1333.0	SG-2011-0863A-STE1-HL
2000.0	1334.0	SG-2011-0863A-STE2-HL
1333.0	2000.0	SG-2011-0863A-BAR1-HL
2000.0	1333.0	SG-2011-0863A-BAR2-HL
1333.0	1999.0	SG-2011-0875A-WIN1-HL
1333.0	2000.0	SG-2011-0875A-SPR1-HL
1333.0	2000.0	SG-2011-0875A-WIN1-HL-2
1333.0	2000.0	SG-2011-0873A-SUM1-HL
1333.0	1999.0	SG-2011-0873A-WIN1-HL
1333.0	2000.0	SG-2011-0873A-BAR1-HL
1333.0	2000.0	SG-2011-0873A-BAR2-HL
1333.0	2000.0	SG-2011-0877A-SUM1-HL
1333.0	1999.0	SG-2011-0877A-WIN1-HL
1999.0	1333.0	SG-2011-0857A-FLO1-HL
1333.0	2000.0	SG-2011-0857A-FRU1-HL
2000.0	1334.0	SG-2011-0857A-SNP2-HL
1333.0	1999.0	SG-2011-0857A-SPR1-HL
1333.0	2000.0	SG-2011-0857A-WIN1-HL
1333.0	2000.0	SG-2011-0857A-FAL1-HL
2000.0	1333.0	SG-2011-0857A-LEB1-HL
2000.0	1333.0	SG-2011-0857A-LEF1-HL
1999.0	1333.0	SG-2011-0857A-SNP1-HL
1334.0	2000.0	SG-2011-0857A-STE1-HL
2000.0	1333.0	SG-2011-0857A-BUD1-HL
1334.0	2000.0	SG-2011-0857A-STE2-HL
1333.0	2000.0	SG-2011-0857A-STE3-HL
1334.0	2000.0	SG-2011-0857A-STE4-HL
1333.0	2000.0	SG-2011-0857A-STE5-HL
1333.0	2000.0	SG-2011-0865A-SUM1-HL
1334.0	2000.0	SG-2011-0865A-WIN1-HL
1333.0	2000.0	SG-2011-0865A-FAL1-HL
1333.0	1999.0	SG-2011-0881A-WIN1-HL
1333.0	1999.0	SG-2011-0881A-SUM1-HL
1333.0	2000.0	SG-2011-0881A-LEF1-HL
		SG-2011-0881A-SNP1-HL
1333.0	1999.0	SG-2011-0881A-CON1-HL
2000.0	1333.0	SG-2011-0881A-STE1-HL
2000.0	1333.0	SG-2011-0881A-STE2-HL
2000.0	1334.0	SG-2011-0881A-STE4-HL
1333.0	2000.0	SG-2011-0881A-BAR1-HL
1333.0	1999.0	SG-2011-0874A-SUM1-HL
1333.0	2000.0	SG-2011-0874A-SPR1-HL
1333.0	2000.0	SG-2011-0874A-WIN1-HL
1334.0	2000.0	SG-2011-0876A-CON1-HL
2000.0	1333.0	SG-2011-0876A-CON3-HL
1333.0	2000.0	SG-2011-0876A-SUM1-HL
		SG-2011-0876A-WIN1-HL
1333.0	2000.0	SG-2011-0876A-LEF1-HL
		SG-2011-0876A-CON2-HL
		SG-2011-0876A-BAR1-HL-2
		SG-2011-0876A-STE1-HL-2
1333.0	2000.0	SG-2011-0879A-FAL1-HL
1333.0	2000.0	SG-2011-0879A-WIN1-HL
1333.0	1999.0	SG-2011-0878A-SUM1-HL
		SG-2011-0878A-WIN1-HL
1334.0	2000.0	SG-2011-0894A-WIN1-HL
		SG-2011-0894A-SPR1-HL
1333.0	2000.0	SG-2011-0894A-FAL1-HL
1333.0	2000.0	SG-2011-0956A-SPR1-HL
1333.0	2000.0	SG-2011-0956A-SUM1-HL
		SG-2011-0956A-FAL1-HL
1333.0	2000.0	SG-2011-0956A-WIN1-HL
1334.0	2000.0	SG-2011-0957A-SUM1-HL
1333.0	2000.0	SG-2011-0957A-FAL1-HL
1333.0	2000.0	SG-2011-0957A-WIN1-HL
1334.0	2000.0	SG-2011-0957A-SPR1-HL
1333.0	2000.0	SG-2011-0957A-BUD1-HL
2000.0	1333.0	SG-2011-0957A-SNP1-HL
1333.0	2000.0	SG-2011-0959A-SPR1-HL
1333.0	1999.0	SG-2011-0959A-SUM1-HL
1333.0	2000.0	SG-2011-0959A-FAL1-HL
1333.0	1999.0	SG-2011-0959A-WIN1-HL
